date,알루미늄_서구산_excl,알루미늄_서구산_incl,알루미늄_비서구산_excl,알루미늄_비서구산_incl,구리_9999pct이상_excl,구리_9999pct이상_incl,납_9999pct이상_excl,납_9999pct이상_incl,아연_excl,아연_incl,주석_9985pct이상_excl,주석_9985pct이상_incl,주석_9999pct이상_excl,주석_9999pct이상_incl,니켈_합금용_excl,니켈_합금용_incl,니켈_도금용_excl,니켈_도금용_incl
2022-11-22,3427,3770,3427,3770,10836,11920,3027,3330,,,30754,33830,30809,33890,35836,39420,36172,39790
2022-11-21,3463,3810,3454,3800,10990,12090,3072,3380,,,32536,35790,32581,35840,36027,39630,36363,40000
2022-11-18,3399,3740,3399,3740,11018,12120,3072,3380,,,32390,35630,32445,35690,35563,39120,35900,39490
2022-11-17,3399,3740,3390,3730,11154,12270,3072,3380,,,33509,36860,33554,36910,38518,42370,38845,42730
2022-11-16,3399,3740,3399,3740,11209,12330,3127,3440,4400,4840,33018,36320,33063,36370,41918,46110,42245,46470
2022-11-15,3454,3800,3445,3790,11290,12420,3109,3420,,,31472,34620,31527,34680,40309,44340,40636,44700
2022-11-14,3454,3800,3454,3800,11418,12560,3054,3360,,,30272,33300,30318,33350,37554,41310,37881,41670
2022-11-11,3427,3770,3418,3760,11627,12790,3099,3410,,,30318,33350,30372,33410,37854,41640,38200,42020
2022-11-10,3381,3720,3381,3720,11290,12420,3054,3360,4200,4620,29281,32210,29336,32270,35781,39360,36127,39740
2022-11-09,3509,3860,3499,3850,11472,12620,3063,3370,4363,4800,29336,32270,29390,32330,35354,38890,35709,39280
2022-11-08,3499,3850,3490,3840,11327,12460,3072,3380,,,28663,31530,28718,31590,34909,38400,35263,38790
2022-11-07,3572,3930,3572,3930,11772,12950,3063,3370,,,29018,31920,29072,31980,35972,39570,36327,39960
2022-11-04,3454,3800,3445,3790,11000,12100,3072,3380,,,27563,30320,27618,30380,34636,38100,34990,38490
2022-11-03,3418,3760,3418,3760,11045,12150,3054,3360,,,27718,30490,27772,30550,36409,40050,36763,40440
2022-11-02,3409,3750,3409,3750,11127,12240,3036,3340,4218,4640,27563,30320,27618,30380,35627,39190,35981,39580
2022-11-01,3409,3750,3399,3740,10900,11990,3036,3340,4190,4610,27218,29940,27272,30000,33218,36540,33581,36940
2022-10-31,3381,3720,3372,3710,10990,12090,3063,3370,4354,4790,27809,30590,27863,30650,34136,37550,34500,37950
2022-10-28,3481,3830,3472,3820,11272,12400,2872,3160,4518,4970,28563,31420,28618,31480,34390,37830,34745,38220
2022-10-27,3581,3940,3572,3930,11418,12560,2927,3220,4563,5020,28736,31610,28790,31670,35036,38540,35390,38930
2022-10-26,3427,3770,3418,3760,11100,12210,2918,3210,4518,4970,28527,31380,28581,31440,34681,38150,35036,38540
2022-10-25,3354,3690,3354,3690,11236,12360,2963,3260,4636,5100,28627,31490,28690,31560,34763,38240,35127,38640
2022-10-24,3399,3740,3399,3740,11281,12410,2972,3270,4590,5050,28609,31470,28663,31530,34336,37770,34690,38160
2022-10-21,3399,3740,3390,3730,11118,12230,3090,3400,4609,5070,29745,32720,29799,32780,34518,37970,34872,38360
2022-10-20,3327,3660,3318,3650,10800,11880,3099,3410,4463,4910,29490,32440,29545,32500,33963,37360,34318,37750
2022-10-19,3354,3690,3345,3680,10809,11890,3136,3450,4390,4830,29663,32630,29718,32690,33763,37140,34127,37540
2022-10-18,3454,3800,3445,3790,11136,12250,3181,3500,4445,4890,30254,33280,30309,33340,33600,36960,33954,37350
2022-10-17,3545,3900,3536,3890,11090,12200,3181,3500,4554,5010,30609,33670,30663,33730,33790,37170,34154,37570
2022-10-14,3627,3990,3618,3980,11136,12250,3209,3530,4518,4970,30927,34020,30981,34080,34772,38250,35136,38650
2022-10-13,3554,3910,3545,3900,11045,12150,3172,3490,4481,4930,30399,33440,30454,33500,34400,37840,34754,38230
2022-10-12,3463,3810,3454,3800,11163,12280,3172,3490,4527,4980,31227,34350,31281,34410,34318,37750,34681,38150
2022-10-11,3445,3790,3436,3780,10945,12040,3072,3380,4500,4950,30536,33590,30590,33650,34290,37720,34645,38110
2022-10-07,3536,3890,3527,3880,10890,11980,3136,3450,4700,5170,30354,33390,30409,33450,34590,38050,34936,38430
2022-10-06,3554,3910,3545,3900,11054,12160,3145,3460,4636,5100,30745,33820,30799,33880,34509,37960,34854,38340
2022-10-05,3590,3950,3590,3950,11290,12420,3009,3310,4681,5150,30936,34030,30990,34090,34136,37550,34490,37940
2022-10-04,3418,3760,3409,3750,11036,12140,2881,3170,4581,5040,30799,33880,30854,33940,33090,36400,33445,36790
2022-09-30,3390,3730,3381,3720,11172,12290,2954,3250,4554,5010,31699,34870,31790,34970,34890,38380,35245,38770
2022-09-29,3272,3600,3263,3590,11000,12100,2881,3170,4427,4870,32018,35220,32109,35320,34109,37520,34472,37920
2022-09-28,3218,3540,3209,3530,10718,11790,2718,2990,4381,4820,31518,34670,31599,34760,33718,37090,34072,37480
2022-09-27,3272,3600,3272,3600,10800,11880,2736,3010,4500,4950,31681,34850,31772,34950,34400,37840,34763,38240
2022-09-26,3263,3590,3263,3590,10763,11840,2763,3040,4545,5000,30654,33720,30736,33810,35654,39220,36000,39600
2022-09-23,3363,3700,3354,3690,11072,12180,2836,3120,4690,5160,32718,35990,32800,36080,37336,41070,37690,41460
2022-09-22,3272,3600,3263,3590,10972,12070,2781,3060,4627,5090,31672,34840,31754,34930,37481,41230,37827,41610
2022-09-21,3327,3660,3318,3650,11036,12140,2827,3110,4654,5120,31599,34760,31681,34850,37400,41140,37745,41520
2022-09-20,3354,3690,3345,3680,11072,12180,2845,3130,4700,5170,31381,34520,31463,34610,37009,40710,37363,41100
2022-09-19,3381,3720,3381,3720,11090,12200,2845,3130,4709,5180,31545,34700,31636,34800,36409,40050,36754,40430
2022-09-16,3463,3810,3463,3810,11100,12210,2899,3190,4772,5250,31254,34380,31336,34470,34972,38470,35327,38860
2022-09-15,3399,3740,3390,3730,11145,12260,2963,3260,4818,5300,31727,34900,31809,34990,36418,40060,36772,40450
2022-09-14,3418,3760,3409,3750,11145,12260,2918,3210,4745,5220,31590,34750,31672,34840,36063,39670,36409,40050
2022-09-13,3390,3730,3381,3720,11318,12450,2927,3220,4718,5190,31872,35060,31954,35150,36645,40310,36990,40690
2022-09-08,3336,3670,3336,3670,10818,11900,2872,3160,4645,5110,31145,34260,31227,34350,32554,35810,32900,36190
2022-09-07,3354,3690,3345,3680,10790,11870,2836,3120,4681,5150,31327,34460,31409,34550,32272,35500,32618,35880
2022-09-06,3399,3740,3390,3730,10763,11840,2809,3090,4727,5200,31881,35070,31963,35160,32118,35330,32463,35710
2022-09-05,3390,3730,3381,3720,10645,11710,2809,3090,4609,5070,31045,34150,31127,34240,30618,33680,30954,34050
2022-09-02,3372,3710,3363,3700,10527,11580,2809,3090,4781,5260,30727,33800,30809,33890,30136,33150,30472,33520
2022-09-01,3418,3760,3418,3760,10654,11720,2836,3120,5000,5500,32663,35930,32745,36020,31190,34310,31527,34680
2022-08-31,3472,3820,3472,3820,10772,11850,2890,3180,5081,5590,34109,37520,34190,37610,30827,33910,30954,34050
2022-08-30,3627,3990,3618,3980,11209,12330,2899,3190,5209,5730,35727,39300,35809,39390,31272,34400,31399,34540
2022-08-29,3572,3930,3563,3920,11045,12150,2863,3150,5127,5640,35218,38740,35300,38830,30827,33910,30954,34050
2022-08-26,3499,3850,3499,3850,11054,12160,2854,3140,5118,5630,34718,38190,34800,38280,30963,34060,31090,34200
2022-08-25,3518,3870,3509,3860,10963,12060,2863,3150,5090,5600,34845,38330,34927,38420,30699,33770,30827,33910
2022-08-24,3527,3880,3518,3870,11145,12260,2872,3160,5054,5560,35236,38760,35318,38850,31309,34440,31436,34580
2022-08-23,3463,3810,3454,3800,10963,12060,2909,3200,5045,5550,35045,38550,35127,38640,31981,35180,32109,35320
2022-08-22,3409,3750,3409,3750,10881,11970,2918,3210,4981,5480,35163,38680,35245,38770,31545,34700,31672,34840
2022-08-19,3409,3750,3409,3750,10772,11850,2945,3240,4936,5430,34754,38230,34827,38310,30799,33880,30927,34020
2022-08-18,3390,3730,3390,3730,10527,11580,2981,3280,4963,5460,34554,38010,34636,38100,30690,33760,30818,33900
2022-08-17,3363,3700,3354,3690,10572,11630,3036,3340,5181,5700,34445,37890,34518,37970,31099,34210,31227,34350
2022-08-16,3345,3680,3345,3680,10527,11580,3045,3350,5018,5520,34418,37860,34500,37950,30672,33740,30799,33880
2022-08-12,3527,3880,3518,3870,10781,11860,3090,3400,5200,5720,35254,38780,35327,38860,32836,36120,32963,36260
2022-08-11,3509,3860,3499,3850,10736,11810,3081,3390,5127,5640,34363,37800,34445,37890,31499,34650,31627,34790
2022-08-10,3509,3860,3509,3860,10554,11610,3054,3360,5054,5560,34009,37410,34090,37500,30145,33160,30263,33290
2022-08-09,3454,3800,3454,3800,10572,11630,3072,3380,4909,5400,33900,37290,33981,37380,30345,33380,30472,33520
2022-08-08,3399,3740,3390,3730,10345,11380,2936,3230,4936,5430,33927,37320,34009,37410,30854,33940,30981,34080
2022-08-05,3409,3750,3399,3740,10254,11280,2890,3180,4954,5450,34427,37870,34509,37960,31118,34230,31245,34370
2022-08-04,3372,3710,3363,3700,10190,11210,2863,3150,4709,5180,34027,37430,34109,37520,31309,34440,31427,34570
2022-08-03,3409,3750,3399,3740,10327,11360,2890,3180,4718,5190,33863,37250,33936,37330,31381,34520,31509,34660
2022-08-02,3436,3780,3427,3770,10336,11370,2899,3190,4754,5230,34690,38160,34772,38250,32781,36060,32909,36200
2022-08-01,3499,3850,3499,3850,10445,11490,2863,3150,4700,5170,34727,38200,34800,38280,32736,36010,32854,36140
2022-07-29,3436,3780,3436,3780,10245,11270,2818,3100,4490,4940,33718,37090,33800,37180,30954,34050,31072,34180
2022-07-28,3436,3780,3436,3780,10200,11220,2881,3170,4390,4830,34245,37670,34327,37760,31190,34310,31318,34450
2022-07-27,3427,3770,3418,3760,10009,11010,2890,3180,4363,4800,34236,37660,34309,37740,30736,33810,30863,33950
2022-07-26,3409,3750,3409,3750,9981,10980,2872,3160,4281,4710,34790,38270,34863,38350,31754,34930,31872,35060
2022-07-25,3509,3860,3499,3850,9936,10930,2890,3180,4290,4720,35209,38730,35290,38820,31609,34770,31736,34910
2022-07-22,3418,3760,3409,3750,9727,10700,2872,3160,4181,4600,34963,38460,35045,38550,30636,33700,30763,33840
2022-07-21,3445,3790,3436,3780,9836,10820,2918,3210,4309,4740,34918,38410,35000,38500,30363,33400,30481,33530
2022-07-20,3372,3710,3363,3700,9709,10680,2845,3130,4245,4670,34990,38490,35072,38580,29599,32560,29727,32700
2022-07-19,3427,3770,3418,3760,9945,10940,2881,3170,4336,4770,34881,38370,34963,38460,29772,32750,29899,32890
2022-07-18,3336,3670,3327,3660,9700,10670,2836,3120,4209,4630,35318,38850,35390,38930,28281,31110,28409,31250
2022-07-15,3299,3630,3290,3620,9572,10530,2663,2930,4136,4550,34200,37620,34281,37710,27999,30800,28127,30940
2022-07-14,3309,3640,3299,3630,9736,10710,2800,3080,4227,4650,35518,39070,35600,39160,30172,33190,30299,33330
2022-07-13,3336,3670,3327,3660,9800,10780,2818,3100,4354,4790,35872,39460,35954,39550,30590,33650,30718,33790
2022-07-12,3336,3670,3327,3660,10054,11060,2790,3070,4345,4780,36536,40190,36618,40280,31018,34120,31136,34250
2022-07-11,3399,3740,3399,3740,10318,11350,2736,3010,4372,4810,35263,38790,35336,38870,30572,33630,30690,33760
2022-07-08,3409,3750,3409,3750,10345,11380,2800,3080,4400,4840,36045,39650,36127,39740,30499,33550,30618,33680
2022-07-07,3372,3710,3372,3710,9981,10980,2827,3110,4236,4660,34500,37950,34581,38040,31054,34160,31181,34300
2022-07-06,3336,3670,3327,3660,10136,11150,2772,3050,4209,4630,36090,39700,36172,39790,31963,35160,32054,35260
2022-07-05,3427,3770,3418,3760,10554,11610,2772,3050,,,36836,40520,36918,40610,31709,34880,31799,34980
2022-07-04,3399,3740,3390,3730,10609,11670,2736,3010,4245,4670,36900,40590,36981,40680,30827,33910,30918,34010
2022-07-01,3399,3740,3390,3730,10900,11990,2700,2970,4390,4830,36672,40340,36745,40420,31990,35190,32090,35300
2022-06-30,3445,3790,3445,3790,11090,12200,2709,2980,4681,5150,37290,41020,37372,41110,33454,36800,33545,36900
2022-06-29,3427,3770,3427,3770,10909,12000,2736,3010,4618,5080,36872,40560,36954,40650,32236,35460,32327,35560
2022-06-28,3445,3790,3436,3780,11009,12110,2790,3070,4627,5090,37290,41020,37372,41110,31963,35160,32054,35260
2022-06-27,3427,3770,3427,3770,11063,12170,2700,2970,4800,5280,34572,38030,34654,38120,31618,34780,31718,34890
2022-06-24,3472,3820,3472,3820,11109,12220,2745,3020,5100,5610,37618,41380,37700,41470,33836,37220,33936,37330
2022-06-23,3463,3810,3454,3800,11563,12720,2836,3120,5072,5580,40045,44050,40118,44130,34236,37660,34327,37760
2022-06-22,3527,3880,3518,3870,11818,13000,2881,3170,5063,5570,42881,47170,42954,47250,36090,39700,36181,39800
2022-06-21,3509,3860,3499,3850,11799,12980,2881,3170,4918,5410,42109,46320,42190,46410,35763,39340,35854,39440
2022-06-20,3454,3800,3445,3790,11727,12900,2854,3140,4872,5360,42481,46730,42563,46820,35509,39060,35600,39160
2022-06-17,3454,3800,3445,3790,11854,13040,2899,3190,4936,5430,43527,47880,43600,47960,34936,38430,35027,38530
2022-06-16,3581,3940,3572,3930,12081,13290,2881,3170,5045,5550,44254,48680,44327,48760,35827,39410,35918,39510
2022-06-15,3536,3890,3527,3880,12036,13240,2863,3150,4936,5430,42409,46650,42481,46730,34936,38430,35027,38530
2022-06-14,3581,3940,3572,3930,12099,13310,2890,3180,4927,5420,44654,49120,44736,49210,35745,39320,35836,39420
2022-06-13,3590,3950,3590,3950,12163,13380,2927,3220,4972,5470,47154,51870,47236,51960,37045,40750,37136,40850
2022-06-10,3681,4050,3672,4040,12272,13500,2972,3270,5018,5520,48536,53390,48609,53470,37645,41410,37736,41510
2022-06-09,3736,4110,3736,4110,12381,13620,3009,3310,5090,5600,48981,53880,49054,53960,38600,42460,38681,42550
2022-06-08,3699,4070,3690,4060,12372,13610,2999,3300,5045,5550,47881,52670,47954,52750,39509,43460,39590,43550
2022-06-07,3663,4030,3654,4020,12281,13510,2945,3240,5081,5590,46681,51350,46754,51430,39318,43250,39400,43340
2022-06-03,3618,3980,3618,3980,12072,13280,2918,3210,5127,5640,46072,50680,46145,50760,37654,41420,37736,41510
2022-06-02,3581,3940,3572,3930,11927,13120,2881,3170,5072,5580,45527,50080,45599,50160,37200,40920,37281,41010
2022-05-31,3781,4160,3772,4150,11990,13190,2899,3190,5109,5620,45172,49690,45245,49770,38700,42570,38781,42660
2022-05-30,3818,4200,3809,4190,12054,13260,2927,3220,5109,5620,45172,49690,45245,49770,37990,41790,38072,41880
2022-05-27,3845,4230,3836,4220,12018,13220,2899,3190,5000,5500,44972,49470,45045,49550,36945,40640,37036,40740
2022-05-26,3845,4230,3845,4230,12027,13230,2863,3150,5000,5500,45399,49940,45472,50020,36336,39970,36427,40070
2022-05-25,3890,4280,3881,4270,12154,13370,2963,3260,5063,5570,45636,50200,45718,50290,36100,39710,36181,39800
2022-05-24,3954,4350,3945,4340,12299,13530,2999,3300,5063,5570,46118,50730,46190,50810,37545,41300,37627,41390
2022-05-23,3972,4370,3963,4360,12163,13380,2999,3300,4981,5480,46345,50980,46427,51070,37981,41780,38063,41870
2022-05-20,3954,4350,3945,4340,12263,13490,2854,3140,5027,5530,46081,50690,46154,50770,38600,42460,38690,42560
2022-05-19,3845,4230,3836,4220,11890,13080,2809,3090,4854,5340,44154,48570,44227,48650,35609,39170,35690,39260
2022-05-18,3899,4290,3899,4290,12145,13360,2881,3170,4927,5420,45781,50360,45863,50450,36127,39740,36209,39830
2022-05-17,3854,4240,3845,4230,12063,13270,2890,3180,4836,5320,45772,50350,45854,50440,36536,40190,36627,40290
2022-05-16,3799,4180,3790,4170,11972,13170,2854,3140,4745,5220,45218,49740,45290,49820,37472,41220,37554,41310
2022-05-13,3745,4120,3736,4110,11909,13100,2909,3200,4818,5300,45836,50420,45909,50500,38309,42140,38400,42240
2022-05-12,3745,4120,3745,4120,12118,13330,2909,3200,4954,5450,47918,52710,47999,52800,37900,41690,37990,41790
2022-05-11,3718,4090,3718,4090,11963,13160,2909,3200,4863,5350,47654,52420,47727,52500,38700,42570,38781,42660
2022-05-10,3709,4080,3709,4080,11954,13150,2954,3250,4872,5360,49636,54600,49709,54680,38327,42160,38409,42250
2022-05-09,3827,4210,3818,4200,12154,13370,3054,3360,5072,5580,52399,57640,52481,57730,40709,44780,40790,44870
2022-05-06,3899,4290,3890,4280,12227,13450,3090,3400,5227,5750,53681,59050,53763,59140,40554,44610,40636,44700
2022-05-04,3890,4280,3890,4280,12099,13310,3072,3380,5318,5850,53518,58870,53590,58950,41718,45890,41800,45980
2022-05-03,4081,4490,4081,4490,12536,13790,3081,3390,5509,6060,53499,58850,53581,58940,42681,46950,42763,47040
2022-05-02,4054,4460,4045,4450,12445,13690,3063,3370,5472,6020,53109,58420,53190,58510,42372,46610,42454,46700
2022-04-29,4090,4500,4072,4480,12509,13760,3090,3400,5600,6160,53645,59010,53718,59090,44436,48880,44518,48970
2022-04-28,4154,4570,4136,4550,12645,13910,3109,3420,5672,6240,53254,58580,53336,58670,44618,49080,44700,49170
2022-04-27,4063,4470,4045,4450,12499,13750,3118,3430,5563,6120,53172,58490,53245,58570,43827,48210,43909,48300
2022-04-26,4100,4510,4072,4480,12390,13630,3127,3440,5536,6090,52245,57470,52318,57550,43236,47560,43318,47650
2022-04-25,4263,4690,4245,4670,12690,13960,3181,3500,5827,6410,54709,60180,54781,60260,43436,47780,43518,47870
2022-04-22,4327,4760,4309,4740,12890,14180,3190,3510,5836,6420,55536,61090,55609,61170,44436,48880,44509,48960
2022-04-21,4272,4700,4254,4680,12763,14040,3209,3530,5781,6360,55490,61040,55572,61130,43818,48200,43900,48290
2022-04-20,4272,4700,4245,4670,12881,14170,3245,3570,5899,6490,55545,61100,55618,61180,44154,48570,44236,48660
2022-04-19,4290,4720,4272,4700,12872,14160,3227,3550,5772,6350,55463,61010,55536,61090,43363,47700,43445,47790
2022-04-18,4272,4700,4254,4680,12827,14110,3218,3540,5754,6330,55245,60770,55327,60860,43190,47510,43272,47600
2022-04-15,4254,4680,4236,4660,12772,14050,3209,3530,5727,6300,55027,60530,55099,60610,43027,47330,43100,47410
2022-04-14,4190,4610,4172,4590,12790,14070,3227,3550,5809,6390,55663,61230,55736,61310,42900,47190,42972,47270
2022-04-13,4254,4680,4236,4660,12927,14220,3190,3510,5709,6280,55290,60820,55363,60900,42572,46830,42654,46920
2022-04-12,4218,4640,4200,4620,12718,13990,3154,3470,5590,6150,55990,61590,56072,61680,42481,46730,42563,46820
2022-04-11,4354,4790,4336,4770,12790,14070,3145,3460,5527,6080,56018,61620,56090,61700,43927,48320,44000,48400
2022-04-08,4345,4780,4327,4760,12736,14010,3118,3430,5372,5910,55490,61040,55572,61130,43518,47870,43600,47960
2022-04-07,4409,4850,4390,4830,12690,13960,3136,3450,5481,6030,55827,61410,55899,61490,43190,47510,43272,47600
2022-04-06,4427,4870,4409,4850,12809,14090,3154,3470,5500,6050,56263,61890,56336,61970,42309,46540,42390,46630
2022-04-05,4409,4850,4390,4830,12854,14140,3154,3470,5618,6180,56563,62220,56636,62300,42281,46510,42363,46600
2022-04-04,4427,4870,4409,4850,12736,14010,3190,3510,5609,6170,57690,63460,57763,63540,42300,46530,42381,46620
2022-04-01,4472,4920,4445,4890,12727,14000,3145,3460,5372,5910,55118,60630,55190,60710,40818,44900,40900,44990
2022-03-31,4536,4990,4527,4980,12709,13980,3145,3460,5290,5820,54536,59990,54609,60070,41754,45930,41827,46010
2022-03-30,4427,4870,4418,4860,12763,14040,3127,3440,5163,5680,54327,59760,54399,59840,40681,44750,40763,44840
2022-03-29,4672,5140,4663,5130,12872,14160,3136,3450,5281,5810,54599,60060,54672,60140,42100,46310,42181,46400
2022-03-28,4636,5100,4636,5100,12672,13940,3081,3390,5218,5740,53809,59190,53881,59270,45163,49680,45245,49770
2022-03-25,4654,5120,4654,5120,12763,14040,3036,3340,5181,5700,54381,59820,54454,59900,47299,52030,47381,52120
2022-03-24,4681,5150,4681,5150,12854,14140,3109,3420,5272,5800,53299,58630,53372,58710,41218,45340,41290,45420
2022-03-23,4509,4960,4509,4960,12672,13940,2990,3290,5000,5500,52554,57810,52627,57890,36227,39850,36309,39940
2022-03-22,4518,4970,4518,4970,12690,13960,2936,3230,5045,5550,52818,58100,52899,58190,40336,44370,40418,44460
2022-03-21,4309,4740,4309,4740,12645,13910,2909,3200,4863,5350,53099,58410,53172,58490,46736,51410,46818,51500
2022-03-18,4345,4780,4345,4780,12599,13860,2927,3220,4900,5390,52681,57950,52754,58030,53118,58430,53199,58520
2022-03-17,4254,4680,4254,4680,12609,13870,2981,3280,4954,5450,54272,59700,54345,59780,,,,
2022-03-16,4290,4720,4290,4720,12436,13680,2972,3270,4945,5440,55490,61040,55563,61120,,,,
2022-03-15,4336,4770,4336,4770,12472,13720,3009,3310,4954,5450,54909,60400,54981,60480,,,,
2022-03-14,4518,4970,4518,4970,12690,13960,3054,3360,4927,5420,56427,62070,56499,62150,,,,
2022-03-11,4445,4890,4445,4890,12581,13840,3081,3390,4963,5460,55799,61380,55872,61460,,,,
2022-03-10,4363,4800,4363,4800,12509,13760,3163,3480,5090,5600,56809,62490,56881,62570,,,,
2022-03-08,4836,5320,4836,5320,12763,14040,3218,3540,5318,5850,59636,65600,59709,65680,61109,67220,61190,67310
2022-03-07,4963,5460,4963,5460,13172,14490,3199,3520,5190,5710,59981,65980,60054,66060,37872,41660,37954,41750
2022-03-04,4754,5230,4754,5230,12681,13950,3109,3420,4981,5480,58118,63930,58190,64010,35127,38640,35209,38730
2022-03-03,4581,5040,4572,5030,12472,13720,3109,3420,4918,5410,57281,63010,57354,63090,33854,37240,33927,37320
2022-03-02,4463,4910,4463,4910,12309,13540,3109,3420,4772,5250,57299,63030,57372,63110,32627,35890,32699,35970
2022-02-28,4327,4760,4327,4760,12090,13300,3063,3370,4600,5060,55763,61340,55836,61420,31745,34920,31818,35000
2022-02-25,4390,4830,4381,4820,12099,13310,3036,3340,4636,5100,56654,62320,56727,62400,32236,35460,32318,35550
2022-02-24,4218,4640,4218,4640,11999,13200,2999,3300,4500,4950,55818,61400,55890,61480,31590,34750,31663,34830
2022-02-23,4245,4670,4236,4660,12054,13260,3009,3310,4554,5010,55127,60640,55199,60720,31945,35140,32018,35220
2022-02-22,4218,4640,4218,4640,12036,13240,2999,3300,4500,4950,54818,60300,54890,60380,31527,34680,31609,34770
2022-02-21,4200,4620,4200,4620,12145,13360,3036,3340,4536,4990,54927,60420,54999,60500,31318,34450,31390,34530
2022-02-18,4227,4650,4218,4640,12127,13340,3036,3340,4572,5030,54590,60050,54663,60130,30918,34010,30999,34100
2022-02-17,4200,4620,4190,4610,12190,13410,3027,3330,4536,4990,54427,59870,54499,59950,30290,33320,30372,33410
2022-02-16,4136,4550,4136,4550,12181,13400,2999,3300,4527,4980,54172,59590,54245,59670,30172,33190,30254,33280
2022-02-15,4145,4560,4145,4560,12063,13270,2963,3260,4481,4930,53627,58990,53699,59070,29899,32890,29981,32980
2022-02-14,4027,4430,4027,4430,12036,13240,2954,3250,4572,5030,54354,59790,54427,59870,29899,32890,29981,32980
2022-02-11,4163,4580,4163,4580,12509,13760,2954,3250,4663,5130,55045,60550,55118,60630,30463,33510,30545,33600
2022-02-10,4181,4600,4181,4600,12263,13490,2909,3200,4590,5050,53727,59100,53799,59180,30090,33100,30163,33180
2022-02-09,4109,4520,4100,4510,11927,13120,2854,3140,4536,4990,53563,58920,53636,59000,29463,32410,29536,32490
2022-02-08,4063,4470,4063,4470,11954,13150,2854,3140,4581,5040,53763,59140,53836,59220,30490,33540,30563,33620
2022-02-07,3963,4360,3963,4360,11990,13190,2836,3120,4554,5010,53727,59100,53799,59180,29881,32870,29963,32960
2022-02-04,3972,4370,3963,4360,12081,13290,2863,3150,4572,5030,54027,59430,54099,59510,29918,32910,29990,32990
2022-02-03,3881,4270,3872,4260,12081,13290,2918,3210,4590,5050,54227,59650,54299,59730,30018,33020,30090,33100
2022-01-28,3999,4400,3990,4390,12009,13210,3009,3310,4627,5090,52709,57980,52781,58060,29309,32240,29390,32330
2022-01-27,3972,4370,3963,4360,12099,13310,2999,3300,4572,5030,52845,58130,52918,58210,29490,32440,29572,32530
2022-01-26,3972,4370,3963,4360,11963,13160,3027,3330,4536,4990,51827,57010,51899,57090,28981,31880,29063,31970
2022-01-25,3890,4280,3881,4270,11854,13040,3045,3350,4563,5020,53127,58440,53199,58520,29009,31910,29090,32000
2022-01-24,3899,4290,3881,4270,12099,13310,3054,3360,4618,5080,54836,60320,54909,60400,30918,34010,30999,34100
2022-01-21,3990,4390,3972,4370,12118,13330,3018,3320,4609,5070,54399,59840,54463,59910,30590,33650,30663,33730
2022-01-20,3899,4290,3881,4270,11927,13120,3036,3340,4518,4970,53418,58760,53490,58840,29863,32850,29945,32940
2022-01-19,3854,4240,3845,4230,11699,12870,2972,3270,4490,4940,52454,57700,52527,57780,28581,31440,28663,31530
2022-01-18,3836,4220,3818,4200,11799,12980,3027,3330,4427,4870,51381,56520,51454,56600,28781,31660,28863,31750
2022-01-17,3781,4160,3772,4150,11727,12900,3018,3320,4427,4870,50027,55030,50099,55110,28672,31540,28745,31620
2022-01-14,3745,4120,3727,4100,12018,13220,3027,3330,4481,4930,50236,55260,50309,55340,28490,31340,28572,31430
2022-01-13,3790,4170,3772,4150,12172,13390,3018,3320,4472,4920,51345,56480,51418,56560,28336,31170,28418,31260
2022-01-12,3790,4170,3772,4150,11809,12990,2981,3280,4500,4950,50436,55480,50509,55560,28145,30960,28227,31050
2021-12-24,3590,3950,3581,3940,11618,12780,2936,3230,4481,4930,,,,,,,24972,27470
2021-12-23,3572,3930,3563,3920,11654,12820,2999,3300,4500,4950,48163,52980,48227,53050,,,24990,27490
2021-12-22,3490,3840,3472,3820,11572,12730,2972,3270,4372,4810,48090,52900,48163,52980,,,24609,27070
2021-12-21,3381,3720,3363,3700,11436,12580,2963,3260,4263,4690,47254,51980,47318,52050,,,24218,26640
2021-12-20,3427,3770,3409,3750,11345,12480,2954,3250,4290,4720,46999,51700,47072,51780,,,24409,26850
2021-12-17,3363,3700,3354,3690,11445,12590,2963,3260,4345,4780,47527,52280,47599,52360,,,24454,26900
2021-12-16,3281,3610,3272,3600,11090,12200,2945,3240,4145,4560,46709,51380,46781,51460,,,23799,26180
2021-12-15,3327,3660,3318,3650,11290,12420,2936,3230,4163,4580,47318,52050,47390,52130,24109,26520,24209,26630
2021-12-14,3372,3710,3363,3700,11309,12440,2945,3240,4190,4610,47199,51920,47272,52000,24363,26800,24463,26910
2021-12-13,3309,3640,3299,3630,11399,12540,2936,3230,4200,4620,48181,53000,48254,53080,24445,26890,24545,27000
2021-12-10,3309,3640,3290,3620,11372,12510,2918,3210,4154,4570,48090,52900,48163,52980,24436,26880,24536,26990
2021-12-09,3318,3650,3299,3630,11518,12670,2981,3280,4163,4580,48063,52870,48136,52950,24945,27440,25045,27550
2021-12-08,3336,3670,3318,3650,11499,12650,2800,3080,4118,4530,47499,52250,47563,52320,24972,27470,25072,27580
2021-12-07,3299,3630,3281,3610,11472,12620,2818,3100,4063,4470,47545,52300,47618,52380,24599,27060,24699,27170
2021-12-06,3336,3670,3318,3650,11363,12500,2836,3120,4063,4470,48236,53060,48309,53140,24790,27270,24881,27370
2021-12-03,3299,3630,3281,3610,11445,12590,2881,3170,4036,4440,47754,52530,47827,52610,24572,27030,24672,27140
