date,알루미늄_서구산_excl,알루미늄_서구산_incl,알루미늄_비서구산_excl,알루미늄_비서구산_incl,구리_9999pct이상_excl,구리_9999pct이상_incl,납_9999pct이상_excl,납_9999pct이상_incl,아연_excl,아연_incl,주석_9985pct이상_excl,주석_9985pct이상_incl,주석_9999pct이상_excl,주석_9999pct이상_incl,니켈_합금용_excl,니켈_합금용_incl,니켈_도금용_excl,니켈_도금용_incl
2025-06-18,3790,4170,3745,4120,13718,15090,2854,3140,3818,4200,44754,49230,44990,49490,22763,25040,23081,25390
2025-06-17,3745,4120,3699,4070,13745,15120,2909,3200,3845,4230,45227,49750,45463,50010,22981,25280,23299,25630
2025-06-16,3736,4110,3699,4070,13690,15060,2899,3190,3818,4200,45636,50200,45872,50460,23172,25490,23499,25850
2025-06-13,3736,4110,3690,4060,13672,15040,2881,3170,3809,4190,45218,49740,45454,50000,23009,25310,23327,25660
2025-06-12,3781,4160,3736,4110,13727,15100,2909,3200,3863,4250,45763,50340,45999,50600,23327,25660,23645,26010
2025-06-11,3718,4090,3681,4050,13799,15180,2872,3160,3836,4220,45599,50160,45836,50420,23336,25670,23663,26030
2025-06-10,3672,4040,3627,3990,13790,15170,2863,3150,,,45363,49900,45599,50160,23354,25690,23672,26040
2025-06-09,3627,3990,3590,3950,13636,15000,2863,3150,3827,4210,44963,49460,45199,49720,23490,25840,23809,26190
2025-06-05,3699,4070,3663,4030,13627,14990,2909,3200,3918,4310,44736,49210,44972,49470,23545,25900,23863,26250
2025-06-04,3690,4060,3645,4010,13681,15050,2909,3200,3945,4340,43945,48340,44190,48610,23645,26010,23972,26370
2025-06-02,3681,4050,3636,4000,13563,14920,2881,3170,3845,4230,42827,47110,43072,47380,23499,25850,23818,26200
2025-05-30,3672,4040,3636,4000,13599,14960,2881,3170,3918,4310,43854,48240,44118,48530,23618,25980,23936,26330
2025-05-29,3709,4080,3672,4040,13590,14950,2918,3210,3945,4340,44454,48900,44709,49180,23127,25440,23445,25790
2025-05-28,3709,4080,3672,4040,13563,14920,2899,3190,3945,4340,45454,50000,45718,50290,23554,25910,23872,26260
2025-05-27,3654,4020,3627,3990,13518,14870,2899,3190,3927,4320,45563,50120,45827,50410,23727,26100,24045,26450
2025-05-26,3690,4060,3654,4020,13627,14990,2927,3220,3954,4350,45945,50540,46199,50820,23918,26310,24245,26670
2025-05-23,3690,4060,3654,4020,13509,14860,2899,3190,3963,4360,45518,50070,45781,50360,23872,26260,24199,26620
2025-05-22,3736,4110,3699,4070,13609,14970,2918,3210,3972,4370,46418,51060,46681,51350,24118,26530,24445,26890
2025-05-21,3754,4130,3718,4090,13627,14990,2936,3230,4009,4410,47009,51710,47272,52000,24081,26490,24409,26850
2025-05-20,3736,4110,3709,4080,13709,15080,2927,3220,3972,4370,46909,51600,47172,51890,24245,26670,24572,27030
2025-05-19,3772,4150,3736,4110,13545,14900,2981,3280,3981,4380,46481,51130,46745,51420,24236,26660,24563,27020
2025-05-16,3781,4160,3745,4120,13781,15160,2999,3300,4045,4450,46799,51480,47063,51770,24536,26990,24863,27350
2025-05-15,3909,4300,3872,4260,14045,15450,3045,3350,4172,4590,47509,52260,47781,52560,25081,27590,25418,27960
2025-05-14,3845,4230,3809,4190,13999,15400,3027,3330,4072,4480,47318,52050,47590,52350,24818,27300,25145,27660
2025-05-13,3781,4160,3754,4130,13754,15130,2999,3300,,,46699,51370,46972,51670,24427,26870,24763,27240
2025-05-12,3681,4050,3654,4020,13663,15030,2990,3290,,,45572,50130,45845,50430,24645,27110,24972,27470
2025-05-09,3672,4040,3636,4000,13609,14970,2918,3210,3881,4270,45290,49820,45554,50110,24227,26650,24554,27010
2025-05-08,3609,3970,3572,3930,13572,14930,2927,3220,,,44990,49490,45254,49780,24227,26650,24554,27010
2025-05-07,3690,4060,3654,4020,13809,15190,2890,3180,,,45709,50280,45981,50580,24563,27020,24890,27380
2025-05-02,3718,4090,3690,4060,13509,14860,2972,3270,,,43045,47350,43318,47650,24218,26640,24554,27010
2025-05-01,3690,4060,3654,4020,13336,14670,2981,3280,,,45281,49810,45545,50100,24445,26890,24781,27260
2025-04-30,3854,4240,3799,4180,13981,15380,3045,3350,3954,4350,46481,51130,46581,51240,24918,27410,25254,27780
2025-04-29,3818,4200,3763,4140,13999,15400,3036,3340,,,46799,51480,46899,51590,25099,27610,25436,27980
2025-04-28,3790,4170,3745,4120,13890,15280,2990,3290,,,46545,51200,46645,51310,24890,27380,25236,27760
2025-04-25,3827,4210,3772,4150,13909,15300,2999,3300,,,46181,50800,46290,50920,25263,27790,25599,28160
2025-04-24,3754,4130,3709,4080,13718,15090,2954,3250,,,45018,49520,45118,49630,24772,27250,25109,27620
2025-04-23,3681,4050,3636,4000,13709,15080,2927,3220,3818,4200,44745,49220,44845,49330,24799,27280,25136,27650
2025-04-22,3654,4020,3609,3970,13418,14760,2927,3220,,,43972,48370,44063,48470,24699,27170,25036,27540
2025-04-21,3663,4030,3618,3980,13463,14810,2936,3230,,,44100,48510,44200,48620,24772,27250,25109,27620
2025-04-18,3654,4020,3609,3970,13418,14760,2927,3220,,,43963,48360,44063,48470,24699,27170,25027,27530
2025-04-17,3699,4070,3645,4010,13509,14860,2918,3210,3836,4220,44409,48850,44509,48960,24918,27410,25254,27780
2025-04-16,3672,4040,3627,3990,13418,14760,2918,3210,3890,4280,44690,49160,44790,49270,24699,27170,25036,27540
2025-04-15,3672,4040,3618,3980,13463,14810,2918,3210,,,44927,49420,45027,49530,24327,26760,24654,27120
2025-04-14,3772,4150,3727,4100,13754,15130,2963,3260,,,45781,50360,45890,50480,24427,26870,24772,27250
2025-04-11,3754,4130,3699,4070,13545,14900,2945,3240,,,45327,49860,45427,49970,24145,26560,24481,26930
2025-04-10,3736,4110,3690,4060,13154,14470,2918,3210,,,44972,49470,45072,49580,23536,25890,23881,26270
2025-04-09,3754,4130,3709,4080,13136,14450,2936,3230,3945,4340,48981,53880,49081,53990,23499,25850,23845,26230
2025-04-08,3781,4160,,,13190,14510,2927,3220,,,51018,56120,51118,56230,23681,26050,24027,26430
2025-04-07,3718,4090,3663,4030,12927,14220,2909,3200,,,51954,57150,52063,57270,23690,26060,24027,26430
2025-04-04,3909,4300,3863,4250,14109,15520,3054,3360,4145,4560,56009,61610,56109,61720,25681,28250,26027,28630
2025-04-03,3972,4370,3927,4320,14590,16050,3072,3380,4236,4660,56745,62420,56854,62540,26009,28610,26354,28990
2025-04-02,4018,4420,3972,4370,14636,16100,3118,3430,4309,4740,56445,62090,56545,62200,26309,28940,26654,29320
2025-04-01,4072,4480,,,14663,16130,3145,3460,4363,4800,55109,60620,55209,60730,26045,28650,26390,29030
2025-03-31,4072,4480,,,14499,15950,3163,3480,4354,4790,54318,59750,54381,59820,26609,29270,26954,29650
2025-03-28,4090,4500,,,14563,16020,3181,3500,4400,4840,52799,58080,52863,58150,26390,29030,26727,29400
2025-03-27,4145,4560,,,14690,16160,3263,3590,4490,4940,52581,57840,52645,57910,26390,29030,26736,29410
2025-03-26,4163,4580,4118,4530,15027,16530,3263,3590,4527,4980,52481,57730,52545,57800,26318,28950,26663,29330
2025-03-25,4200,4620,4163,4580,14754,16230,3199,3520,4490,4940,51254,56380,51318,56450,26072,28680,26418,29060
2025-03-24,4209,4630,4172,4590,14554,16010,3145,3460,4445,4890,51245,56370,51309,56440,26063,28670,26409,29050
2025-03-21,4254,4680,4218,4640,14618,16080,3190,3510,4409,4850,52363,57600,52436,57680,26327,28960,26672,29340
2025-03-20,4254,4680,4218,4640,14663,16130,3227,3550,4390,4830,51672,56840,51745,56920,26390,29030,26727,29400
2025-03-19,4227,4650,4190,4610,14518,15970,3236,3560,4445,4890,52027,57230,52090,57300,26154,28770,26490,29140
2025-03-18,4263,4690,4227,4650,14390,15830,3209,3530,4427,4870,51809,56990,51872,57060,26327,28960,26672,29340
2025-03-17,4281,4710,4245,4670,14345,15780,3199,3520,4481,4930,52281,57510,52345,57580,26509,29160,26854,29540
2025-03-14,4309,4740,4272,4700,14372,15810,3209,3530,4454,4900,53209,58530,53272,58600,26563,29220,26909,29600
2025-03-13,4290,4720,4254,4680,14345,15780,3227,3550,4390,4830,49263,54190,49409,54350,26709,29380,27045,29750
2025-03-12,4318,4750,4281,4710,14254,15680,3190,3510,4390,4830,49054,53960,49199,54120,26627,29290,26972,29670
2025-03-11,4281,4710,4245,4670,14009,15410,3172,3490,4281,4710,48109,52920,48254,53080,26609,29270,26945,29640
2025-03-10,4281,4710,4245,4670,14099,15510,3118,3430,4309,4740,47754,52530,47899,52690,26445,29090,26781,29460
2025-03-07,4254,4680,4218,4640,14254,15680,3145,3460,4363,4800,47627,52390,47772,52550,26063,28670,26399,29040
2025-03-06,4227,4650,4190,4610,14145,15560,3154,3470,4327,4760,46672,51340,46818,51500,25699,28270,26036,28640
2025-03-05,4190,4610,4154,4570,13836,15220,3136,3450,4245,4670,46709,51380,46854,51540,25972,28570,26318,28950
2025-03-04,4190,4610,,,13945,15340,3099,3410,4300,4730,46745,51420,46890,51580,25909,28500,26254,28880
2025-02-28,4127,4540,,,13772,15150,3072,3380,4190,4610,46527,51180,46554,51210,25463,28010,25663,28230
2025-02-27,4090,4500,4063,4470,13772,15150,3045,3350,4163,4580,47363,52100,47390,52130,24890,27380,25099,27610
2025-02-26,4090,4500,4072,4480,13627,14990,3027,3330,4145,4560,47836,52620,47863,52650,24472,26920,24681,27150
2025-02-25,4109,4520,,,13781,15160,2990,3290,4190,4610,48363,53200,48390,53230,24581,27040,24790,27270
2025-02-24,4163,4580,,,13881,15270,3036,3340,4336,4770,49163,54080,49190,54110,24799,27280,25009,27510
2025-02-21,4236,4660,,,13936,15330,3009,3310,4327,4760,48827,53710,48863,53750,25072,27580,25281,27810
2025-02-20,4181,4600,4163,4580,13790,15170,3027,3330,4263,4690,47836,52620,47872,52660,24699,27170,24909,27400
2025-02-19,4181,4600,4154,4570,13809,15190,3036,3340,4290,4720,48072,52880,48099,52910,24709,27180,24918,27410
2025-02-18,4172,4590,,,13672,15040,3027,3330,4263,4690,47827,52610,47854,52640,24890,27380,25099,27610
2025-02-17,4145,4560,,,13936,15330,3018,3320,4227,4650,48054,52860,48081,52890,24890,27380,25099,27610
2025-02-14,4090,4500,4063,4470,13890,15280,3027,3330,4236,4660,47081,51790,47109,51820,24818,27300,25036,27540
2025-02-13,4127,4540,4100,4510,13818,15200,3018,3320,4272,4700,46645,51310,46672,51340,24972,27470,25181,27700
2025-02-12,4145,4560,4127,4540,13654,15020,3027,3330,4209,4630,45954,50550,45981,50580,25127,27640,25336,27870
2025-02-11,4172,4590,4145,4560,13772,15150,3054,3360,4245,4670,45972,50570,45999,50600,25081,27590,25290,27820
2025-02-10,4118,4530,4090,4500,13681,15050,3045,3350,4227,4650,45799,50380,45836,50420,25372,27910,25581,28140
2025-02-07,4100,4510,4081,4490,13490,14840,3045,3350,4190,4610,45663,50230,45699,50270,25445,27990,25663,28230
2025-02-06,4081,4490,4054,4460,13399,14740,3054,3360,4118,4530,45281,49810,45318,49850,24981,27480,25190,27710
2025-02-05,4181,4600,4154,4570,13436,14780,3036,3340,4218,4640,45081,49590,45109,49620,24918,27410,25136,27650
2025-02-04,4163,4580,4136,4550,13409,14750,3009,3310,4218,4640,44672,49140,44709,49180,24909,27400,25127,27640
2025-02-03,4072,4480,4045,4450,13209,14530,2990,3290,4090,4500,44472,48920,44500,48950,24672,27140,24890,27380
2025-01-31,4018,4420,4018,4420,13127,14440,2972,3270,4109,4520,44027,48430,44054,48460,24563,27020,24781,27260
2025-01-24,4018,4420,4018,4420,13345,14680,2954,3250,4209,4630,43681,48050,43709,48080,25072,27580,25281,27810
2025-01-23,4018,4420,4018,4420,13327,14660,2981,3280,4290,4720,44209,48630,44245,48670,25136,27650,25345,27880
2025-01-22,4045,4450,4045,4450,13436,14780,2990,3290,4318,4750,44218,48640,44245,48670,25681,28250,25881,28470
2025-01-21,4163,4580,4154,4570,13545,14900,3036,3340,4427,4870,44754,49230,44790,49270,25936,28530,26145,28760
2025-01-20,4163,4580,4163,4580,13481,14830,3036,3340,4418,4860,44072,48480,44100,48510,26063,28670,26272,28900
2025-01-17,4090,4500,4090,4500,13527,14880,3036,3340,4318,4750,43663,48030,43690,48060,25845,28430,26054,28660
2025-01-16,4045,4450,4045,4450,13472,14820,2990,3290,4309,4740,43809,48190,43836,48220,25736,28310,25945,28540
2025-01-15,3981,4380,3981,4380,13463,14810,3045,3350,4309,4740,44136,48550,44172,48590,25927,28520,26136,28750
2025-01-14,4036,4440,4036,4440,13445,14790,3054,3360,4336,4770,44536,48990,44563,49020,25972,28570,26190,28810
2025-01-13,4018,4420,4009,4410,13418,14760,3072,3380,4336,4770,44436,48880,44463,48910,25545,28100,25754,28330
2024-12-17,,,3899,4290,13054,14360,3027,3330,4563,5020,42554,46810,42581,46840,25054,27560,25263,27790
2024-12-16,3954,4350,3945,4340,13036,14340,3045,3350,4609,5070,42300,46530,42327,46560,25245,27770,25454,28000
2024-12-13,3936,4330,3936,4330,13072,14380,3027,3330,4572,5030,42881,47170,42909,47200,25672,28240,25872,28460
2024-12-12,3936,4330,3936,4330,13218,14540,3081,3390,4645,5110,43490,47840,43527,47880,25218,27740,25427,27970
2024-12-11,3936,4330,3927,4320,13209,14530,3109,3420,4645,5110,43100,47410,43127,47440,24918,27410,25127,27640
2024-12-10,,,3927,4320,13327,14660,3136,3450,4672,5140,43627,47990,43654,48020,25509,28060,25709,28280
2024-12-09,3918,4310,3918,4310,13009,14310,3099,3410,4545,5000,42036,46240,42063,46270,25272,27800,25481,28030
2024-12-06,3963,4360,3963,4360,12899,14190,3136,3450,4590,5050,41954,46150,41981,46180,25099,27610,25309,27840
2024-12-05,3963,4360,3963,4360,12872,14160,3109,3420,4554,5010,41590,45750,41618,45780,25190,27710,25399,27940
2024-12-04,3899,4290,3890,4280,12863,14150,3081,3390,4536,4990,41081,45190,41109,45220,24936,27430,25145,27660
2024-12-03,3863,4250,3863,4250,12654,13920,3072,3380,4509,4960,40645,44710,40681,44750,24445,26890,24654,27120
2024-12-02,3863,4250,3854,4240,12618,13880,3054,3360,4545,5000,40981,45080,41009,45110,24627,27090,24827,27310
2024-11-29,3863,4250,3863,4250,12645,13910,3036,3340,4472,4920,40054,44060,40145,44160,24872,27360,25072,27580
2024-11-28,3863,4250,3854,4240,12681,13950,3027,3330,4590,5050,39690,43660,39781,43760,24627,27090,24836,27320
2024-11-27,3890,4280,3881,4270,12672,13940,2981,3280,4518,4970,41109,45220,41200,45320,24809,27290,25018,27520
2024-11-26,3963,4360,3954,4350,12763,14040,2999,3300,4445,4890,41300,45430,41390,45530,25172,27690,25372,27910
2024-11-25,3918,4310,3909,4300,12654,13920,2999,3300,4372,4810,41200,45320,41290,45420,24845,27330,25045,27550
2024-11-22,3909,4300,3899,4290,12663,13930,2954,3250,4381,4820,40854,44940,40945,45040,24399,26840,24609,27070
2024-11-21,3909,4300,3899,4290,12718,13990,2963,3260,4345,4780,41054,45160,41145,45260,24554,27010,24754,27230
2024-11-20,3918,4310,3909,4300,12718,13990,2936,3230,4300,4730,40827,44910,40918,45010,24490,26940,24690,27160
2024-11-19,3872,4260,3872,4260,12745,14020,2927,3220,4336,4770,41109,45220,41200,45320,24372,26810,24581,27040
2024-11-18,3954,4350,3945,4340,12672,13940,2890,3180,4354,4790,40881,44970,40981,45080,24163,26580,24372,26810
2024-11-15,3772,4150,3772,4150,12699,13970,2899,3190,4345,4780,41363,45500,41463,45610,24390,26830,24599,27060
2024-11-14,3790,4170,3781,4160,12781,14060,2972,3270,4390,4830,42472,46720,42572,46830,24563,27020,24772,27250
2024-11-13,3827,4210,3818,4200,12881,14170,2990,3290,4309,4740,43100,47410,43190,47510,24745,27220,24945,27440
2024-11-12,3827,4210,3827,4210,13063,14370,2972,3270,4336,4770,44318,48750,44418,48860,24881,27370,25081,27590
2024-11-11,3854,4240,3854,4240,13145,14460,2954,3250,4309,4740,44563,49020,44654,49120,25154,27670,25345,27880
2024-11-08,3990,4390,3990,4390,13554,14910,2990,3290,4445,4890,45127,49640,45218,49740,25599,28160,25799,28380
2024-11-07,3872,4260,3872,4260,13090,14400,2999,3300,4327,4760,44427,48870,44527,48980,24927,27420,25127,27640
2024-11-06,3890,4280,3881,4270,13481,14830,2927,3220,4454,4900,45272,49800,45363,49900,24609,27070,24809,27290
2024-11-05,3818,4200,3809,4190,13363,14700,2918,3210,4336,4770,44790,49270,44881,49370,24309,26740,24509,26960
2024-11-04,3818,4200,3809,4190,13272,14600,2972,3270,4445,4890,44463,48910,44554,49010,24381,26820,24581,27040
2024-11-01,3845,4230,3845,4230,13181,14500,2927,3220,4390,4830,43781,48160,43872,48260,24063,26470,24263,26690
2024-10-31,3845,4230,3845,4230,13209,14530,2918,3210,4500,4950,43436,47780,43536,47890,24245,26670,24563,27020
2024-10-30,3918,4310,3918,4310,13236,14560,2927,3220,4563,5020,43772,48150,43872,48260,24399,26840,24718,27190
2024-10-29,3890,4280,3890,4280,13236,14560,2963,3260,4600,5060,44218,48640,44327,48760,24563,27020,24890,27380
2024-10-28,3945,4340,3945,4340,13372,14710,3009,3310,4536,4990,44236,48660,44336,48770,24872,27360,25190,27710
2024-10-25,3881,4270,3881,4270,13145,14460,3027,3330,4618,5080,43745,48120,43854,48240,24890,27380,25209,27730
2024-10-24,3927,4320,3927,4320,13181,14500,3018,3320,4636,5100,43427,47770,43527,47880,24936,27430,25254,27780
2024-10-23,3872,4260,3863,4250,13245,14570,3018,3320,4572,5030,43281,47610,43381,47720,24899,27390,25218,27740
2024-10-22,3790,4170,3790,4170,13172,14490,2981,3280,4454,4900,43263,47590,43363,47700,25336,27870,25654,28220
2024-10-21,3809,4190,3799,4180,13236,14560,2999,3300,4454,4900,43527,47880,43627,47990,25518,28070,25836,28420
2024-10-18,3718,4090,3709,4080,13063,14370,2990,3290,4372,4810,43390,47730,43490,47840,25645,28210,25972,28570
2024-10-17,3745,4120,3736,4110,13045,14350,2999,3300,4354,4790,44472,48920,44572,49030,25899,28490,26218,28840
2024-10-16,3727,4100,3718,4090,12990,14290,2981,3280,4327,4760,44763,49240,44863,49350,26072,28680,26390,29030
2024-10-15,3736,4110,3727,4100,13136,14450,2945,3240,4354,4790,44727,49200,44827,49310,26299,28930,26618,29280
2024-10-14,3799,4180,3790,4170,13236,14560,2972,3270,4436,4880,45499,50050,45599,50160,26454,29100,26772,29450
2024-10-11,3745,4120,3745,4120,13154,14470,2936,3230,4345,4780,45036,49540,45136,49650,26027,28630,26345,28980
2024-10-10,3681,4050,3672,4040,13072,14380,2918,3210,4245,4670,44581,49040,44681,49150,25772,28350,26081,28690
2024-10-08,3836,4220,3827,4210,13381,14720,3027,3330,4445,4890,46554,51210,46645,51310,26636,29300,26954,29650
2024-10-07,3790,4170,3781,4160,13281,14610,3009,3310,4390,4830,45999,50600,46099,50710,26318,28950,26627,29290
2024-10-04,3718,4090,3709,4080,13027,14330,2963,3260,4281,4710,45409,49950,45509,50060,25499,28050,25809,28390
2024-10-02,3718,4090,3709,4080,13081,14390,2890,3180,4272,4700,45309,49840,45399,49940,25418,27960,25727,28300
2024-09-30,3763,4140,3718,4090,13181,14500,2936,3230,4227,4650,44318,48750,44409,48850,24718,27190,25018,27520
2024-09-27,3745,4120,3699,4070,13399,14740,2981,3280,4263,4690,43945,48340,44027,48430,24536,26990,24845,27330
2024-09-26,3645,4010,3599,3960,13081,14390,2936,3230,4145,4560,43663,48030,43754,48130,24681,27150,24990,27490
2024-09-25,3681,4050,3636,4000,13099,14410,2927,3220,4172,4590,44618,49080,44700,49170,24627,27090,24945,27440
2024-09-24,3599,3960,3554,3910,12772,14050,2899,3190,4009,4410,44081,48490,44172,48590,24436,26880,24745,27220
2024-09-23,3572,3930,3527,3880,12618,13880,2881,3170,3972,4370,43654,48020,43745,48120,24272,26700,24581,27040
2024-09-20,3654,4020,3609,3970,12672,13940,2909,3200,4054,4460,43054,47360,43145,47460,24036,26440,24345,26780
2024-09-19,3654,4020,3609,3970,12518,13770,2872,3160,3999,4400,42772,47050,42854,47140,23890,26280,24199,26620
2024-09-13,3509,3860,3463,3810,12372,13610,2872,3160,3972,4370,42927,47220,43018,47320,23945,26340,24254,26680
2024-09-12,3445,3790,3399,3740,12199,13420,2818,3100,3854,4240,42309,46540,42400,46640,23899,26290,24218,26640
2024-09-11,3409,3750,3363,3700,12154,13370,2781,3060,3781,4160,41890,46080,41981,46180,23490,25840,23809,26190
2024-09-10,3418,3760,3372,3710,12218,13440,2772,3050,,,42136,46350,42227,46450,23636,26000,23954,26350
2024-09-09,3372,3710,3336,3670,11981,13180,2754,3030,,,42127,46340,42218,46440,23399,25740,23709,26080
2024-09-06,3445,3790,3409,3750,12190,13410,2818,3100,3790,4170,42009,46210,42100,46310,23790,26170,24099,26510
2024-09-05,3481,3830,3445,3790,12054,13260,2863,3150,3881,4270,41790,45970,41881,46070,24081,26490,24399,26840
2024-09-04,3499,3850,3454,3800,12045,13250,2909,3200,3954,4350,42081,46290,42172,46390,24409,26850,24718,27190
2024-09-03,3509,3860,3472,3820,12318,13550,2918,3210,3936,4330,42981,47280,43072,47380,24590,27050,24899,27390
2024-09-02,3536,3890,3490,3840,12381,13620,2909,3200,4009,4410,44463,48910,44554,49010,24754,27230,25063,27570
2024-08-30,3518,3870,3490,3840,12363,13600,2890,3180,3972,4370,44136,48550,44363,48800,25018,27520,25327,27860
2024-08-29,3581,3940,3545,3900,12418,13660,2981,3280,3990,4390,44681,49150,44909,49400,25127,27640,25445,27990
2024-08-28,3645,4010,3609,3970,12609,13870,3027,3330,4054,4460,45281,49810,45518,50070,25145,27660,25454,28000
2024-08-27,3636,4000,3609,3970,12363,13600,3009,3310,4009,4410,44618,49080,44845,49330,24581,27040,24890,27380
